date,uc_close,uc_return,position_target,position_realized,turnover,gross_pnl,cost,net_pnl,equity
2026-06-16,6.756999969482422,-0.0013301544188485392,0.3459403963615435,0.3459403963615435,0.06563911866928729,-0.0004601541468785222,6.563911866928729e-06,-0.0004667180587454509,0.9994569034782388
2026-06-17,6.757199764251709,2.9568561519921488e-05,0.204314392819326,0.204314392819326,0.1416260035422175,6.041282693483646e-06,1.4162600354221749e-05,-8.121317660738103e-06,0.9994487865712375
2026-06-18,6.757199764251709,0.0,0.4565165682722285,0.4565165682722285,0.25220217545290247,0.0,2.5220217545290246e-05,-2.5220217545290246e-05,0.9994235802554148
2026-06-19,6.768599987030029,0.0016871223548298175,,0.4565165682722285,0.0,0.0007701993076822693,0.0,0.0007701993076822693,1.0001933356050088
2026-06-22,6.768599987030029,0.0,1.0,1.0,0.5434834317277715,0.0,5.4348343172777144e-05,-5.4348343172777144e-05,1.0001389767543662
2026-06-23,6.774499893188477,0.0008716582705068365,0.9577039765580432,0.9577039765580432,0.04229602344195682,0.0008347905918641038,4.229602344195682e-06,0.0008305609895199081,1.0009696531725567
2026-06-24,6.789999961853027,0.0022880019055186995,1.0,1.0,0.04229602344195682,0.0022880019055186995,4.229602344195682e-06,0.002283772303174504,1.0032556399427905
2026-06-25,6.789999961853027,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0032556399427905
2026-06-26,6.789999961853027,0.0,,1.0,0.0,0.0,0.0,0.0,1.0032556399427905
2026-06-29,6.797999858856201,0.0011781880777788079,1.0,1.0,0.0,0.0011781880777788079,0.0,0.0011781880777788079,1.0044376637767354
2026-06-30,6.793600082397461,-0.0006472163209900739,1.0,1.0,0.0,-0.0006472163209900739,0.0,-0.0006472163209900739,1.003787575327322
2026-07-01,6.793600082397461,0.0,0.9049079163320696,0.9049079163320696,0.09509208366793043,0.0,9.509208366793043e-06,-9.509208366793043e-06,1.0037780301021122
2026-07-02,6.7941999435424805,8.829797717613275e-05,0.7174707097666844,0.7174707097666844,0.1874372065653852,6.335121235552246e-05,1.874372065653852e-05,4.460749169898394e-05,1.0038228061222574
2026-07-03,6.788599967956543,-0.000824228847027042,,0.7174707097666844,0.0,-0.0005913600558866678,0.0,-0.0005913600558866678,1.0032291854115285
2026-07-06,6.788599967956543,0.0,0.471497093619473,0.471497093619473,0.24597361614721136,0.0,2.4597361614721137e-05,-2.4597361614721137e-05,1.0032045086204724
2026-07-07,6.79580020904541,0.0010606371155841288,0.29357840614245,0.29357840614245,0.177918687477023,0.00031138015388871404,1.77918687477023e-05,0.0002935882851410117,1.0034990377118038
2026-07-08,6.793399810791016,-0.00035321789642950296,0.4541149051502751,0.4541149051502751,0.16053649900782507,-0.00016040151153446343,1.6053649900782506e-05,-0.00017645516143524593,1.0033219651271041
2026-07-09,6.802499771118164,0.0013395296288456482,0.4887006884290607,0.4887006884290607,0.03458578327878564,0.0006546290517879925,3.4585783278785642e-06,0.000651170473460114,1.003975298766169
2026-07-10,6.792099952697754,-0.0015288230459874486,,0.4887006884290607,0.0,-0.0007471368750602797,0.0,-0.0007471368750602797,1.003225191798811
2026-07-13,6.776599884033203,-0.0022820731103043723,0.654437536381548,0.654437536381548,0.16573684795248728,-0.0014934743041501702,1.6573684795248727e-05,-0.0015100479889454189,1.001710273615476
2026-07-14,6.7795000076293945,0.0004279614623587946,0.9571307895469622,0.9571307895469622,0.3026932531654142,0.0004096150923631456,3.0269325316541417e-05,0.0003793457670466042,1.0020902681675792
2026-07-15,6.769999980926514,-0.0014012872176694113,0.6983347281260555,0.6983347281260555,0.2587960614209067,-0.000978567528177685,2.5879606142090673e-05,-0.0010044471343197757,1.0010837214693884
2026-07-16,6.768199920654297,-0.00026588778098790566,0.3550406259040724,0.3550406259040724,0.34329410222198303,-9.440096418219096e-05,3.43294102221983e-05,-0.00012873037440438927,1.0009548515871134
2026-07-17,6.772500038146973,0.0006353413822119958,,0.3550406259040724,0.0,0.00022557200200330548,0.0,0.00022557200200330548,1.0011806389769007
2026-07-20,6.772500038146973,0.0,0.9219270333423764,0.9219270333423764,0.566886407438304,0.0,5.66886407438304e-05,-5.66886407438304e-05,1.0011238834073382
2026-07-21,6.772500038146973,0.0,0.2782985651585499,0.2782985651585499,0.6436284681838265,0.0,6.436284681838265e-05,-6.436284681838265e-05,1.0010594482241841
